51.52807,-0.09791
51.51233,-0.10291
51.5485,-0.1034
51.5332,-0.10293
51.51961,-0.10043
51.54028,-0.09966
51.51841,-0.10362
51.53483,-0.10216
51.54292,-0.10249
51.53429,-0.10104
51.55123,-0.09463
51.53216,-0.09788
51.53323,-0.09797
51.52554,-0.10154
51.52504,-0.09785
51.52729,-0.10221
51.51677,-0.09727
51.5255,-0.10214
51.51843,-0.09856
51.52869,-0.09999
51.54272,-0.09796
51.52953,-0.10175
51.54452,-0.10172
51.5431,-0.0965
51.53786,-0.10061
51.53299,-0.09736
51.5348,-0.10015
51.54555,-0.0943
51.5459,-0.09924
51.53066,-0.09529
51.52887,-0.10102
51.54207,-0.10353
51.54218,-0.09517
51.51375,-0.10192
51.52485,-0.10338
51.54992,-0.10311
51.52098,-0.10121
51.53739,-0.09593
51.51262,-0.0937
51.53734,-0.09568
51.51191,-0.09967
51.54646,-0.10101
51.53708,-0.09556
51.53541,-0.09694
51.55087,-0.09694
51.51185,-0.09559
51.51657,-0.10198
51.52467,-0.1005
51.51338,-0.10138
51.52804,-0.10168
51.55132,-0.10237
51.54877,-0.09845
51.52735,-0.09486
51.53976,-0.09476
51.52115,-0.09456
51.5342,-0.09458
51.51775,-0.09567
51.52319,-0.09416
51.52433,-0.09804
51.51747,-0.10061
51.51209,-0.0981
51.5287,-0.09938
51.54749,-0.10175
51.54552,-0.09922
51.51638,-0.09919
51.54701,-0.10185
51.52992,-0.09612
51.52766,-0.09758
51.55095,-0.10049
51.52454,-0.09924
51.54794,-0.10031
51.54898,-0.09998
51.52158,-0.10088
51.53765,-0.09949
51.53981,-0.09788
51.5318,-0.09436
51.55017,-0.10038
51.51763,-0.09847
51.51866,-0.10274
51.54646,-0.10119
51.5263,-0.09868
51.5284,-0.09505
51.51763,-0.09552
51.53693,-0.1004
51.52176,-0.09939
51.55114,-0.09532
51.54048,-0.10295
51.52615,-0.09792
51.54565,-0.10321
51.53004,-0.09739
51.55088,-0.10357
51.55072,-0.09449
51.52049,-0.09636
51.52175,-0.09862
51.51399,-0.09783
51.539,-0.10189
51.54195,-0.10112
51.51892,-0.10053
51.51386,-0.09748
51.51168,-0.10192
51.51213,-0.09601
51.53818,-0.10078
51.54186,-0.09404
51.53055,-0.09685
51.53602,-0.09594
51.51339,-0.09409
51.51191,-0.09991
51.54224,-0.09898
51.52985,-0.10188
51.51271,-0.09805
51.524,-0.10182
51.53824,-0.09444
51.52152,-0.10204
51.51539,-0.09434
51.53215,-0.1031
51.54608,-0.09669
51.54795,-0.103
51.5487,-0.10293
51.54582,-0.09909
51.53005,-0.09378
51.53116,-0.10226
51.54825,-0.09915
51.5368,-0.0938
51.55103,-0.10152
51.5344,-0.1006
51.52067,-0.09517
51.51183,-0.09692
51.51862,-0.0953
51.54015,-0.09805
51.53958,-0.09542
51.52998,-0.10056
51.5377,-0.09997
51.55112,-0.09373
51.53453,-0.0941
51.53953,-0.10263
51.53318,-0.10156
51.53898,-0.0974
51.51518,-0.0977
51.53063,-0.10271
51.53081,-0.10111
51.55005,-0.09535
51.5264,-0.0967
51.51268,-0.0943
51.51238,-0.10275
51.5502,-0.09449
51.53219,-0.09865
51.52646,-0.09864
51.54984,-0.0951
51.53095,-0.09382
51.54788,-0.10005
51.52745,-0.09462
51.54396,-0.09379
51.52104,-0.09509
51.54529,-0.09706
51.52219,-0.10134
51.54587,-0.09782
51.53212,-0.09492
51.52797,-0.1033
51.51281,-0.09372
51.52418,-0.09901
51.53947,-0.10036
51.52944,-0.0969
51.54156,-0.10303
51.51639,-0.10313
51.53021,-0.09566
51.54847,-0.10024
51.52871,-0.09448
51.53221,-0.10144
51.52057,-0.09577
51.52675,-0.09568
51.52584,-0.09557
51.54952,-0.09597
51.53974,-0.10274
51.53309,-0.09929
51.55119,-0.09911
51.5321,-0.09449
51.51241,-0.09724
51.52593,-0.10058
51.54112,-0.09583
51.5468,-0.09834
51.51811,-0.09946
51.51836,-0.09764
51.54077,-0.09924
51.52521,-0.10209
51.52342,-0.09531
51.53059,-0.10347
51.53961,-0.10338
51.51698,-0.09591
51.55087,-0.09835
51.5434,-0.09635
51.54341,-0.09989
51.55082,-0.10309
51.53157,-0.0963
